station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at,station_phone,owner_type,federal_agency,open_date,cards_accepted,bd_blends,groups_with_access_code,hydrogen_standards,maximum_vehicle_class,country,intersection_directions,plus4
4th and G Plaza Public Parking Garage,817 4th St,Davis,CA,95616,38.54643,-121.7388,public,PARKING_GARAGE,Non-Networked,['J1772'],0,2,0,Free,6am-2am daily,2024-05-09,2025-02-12T00:16:32Z,530-753-7730,P,,2008-12-01,,,Public,,LD,US,Entrance on 4th St,
Davis Amtrak Station,840 2nd St,Davis,CA,95616,38.5443,-121.738,public,PAY_LOT,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2023-01-10,2025-05-05T20:48:32Z,,P,,2008-12-01,,,Public,,,US,2nd & H St,
University of California - Davis - Quad Parking Structure,6 Howard Way,Davis,CA,95616,38.544538,-121.749713,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",3,7,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Quad Structure; Between Russell Blvd & North Quad,
University Covenant Church,315 Mace Blvd,Davis,CA,95618,38.55755,-121.6947,public,PLACE_OF_WORSHIP,Non-Networked,['J1772'],0,1,0,Free,For guests/workers only,2024-08-15,2025-02-12T00:16:32Z,530-756-3923,P,,2008-12-01,,,Public,,LD,US,,
Wildhorse Golf Club,2323 Rockwell Dr,Davis,CA,95618,38.569412,-121.721373,public,REC_SPORTS_FACILITY,Non-Networked,['J1772'],0,2,0,,24 hours daily; customer use only,2023-05-03,2024-01-31T22:07:01Z,530-753-4900,P,,1998-06-15,,,Public,,LD,US,,
Lakewood Center Mall,4500 Silva St,Lakewood,CA,90712,33.84788,-118.13889,public,SHOPPING_MALL,Non-Networked,['J1772'],0,2,0,Free,5am-10pm daily,2023-05-03,2024-01-31T22:07:01Z,562-531-6707,P,,2012-10-25,,,Public,,LD,US,Located near Nordstrom Rack,
Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,Larkspur,CA,94939,37.94495,-122.5096,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,Free,24 hours daily; pay lot,2025-06-06,2025-06-06T18:42:11Z,415-925-5570,P,,2008-12-31,,,Public,,LD,US,,
Oakland International Airport - Daily Lot,1 Airport Dr,Oakland,CA,94621,37.7136,-122.2087,public,AIRPORT,Non-Networked,['J1772'],0,4,0,Free,24 hours daily; pay lot,2023-06-12,2025-04-29T18:26:59Z,510-563-3361,LG,,2012-12-20,,,Public,,LD,US,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",
Fairfield Transportation Center,2000 Cadenasso Dr,Fairfield,CA,94533,38.2482,-122.0678,public,TRAVEL_CENTER,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,707-434-3800,LG,,2009-05-01,,,Public,,,US,,
Home Depot,1551 Froom Ranch Way,San Luis Obispo,CA,93405,35.249929,-120.689683,public,SHOPPING_CENTER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2023-05-03,2024-01-31T22:07:01Z,805-596-0857,P,,2000-04-15,,,Public,,MD,US,,
San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,San Luis Obispo,CA,93401,35.25982,-120.676,public,SHOPPING_CENTER,Non-Networked,['J1772'],0,4,0,Free,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,805-545-7556  805-542-9004,P,,2000-04-15,,,Public,,LD,US,,
Goleta Mechanics Bank,5956 Calle Real,Goleta,CA,93117,34.44198,-119.829553,public,BANK,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2025-01-13,2025-02-12T00:16:32Z,805-967-0451,P,,2010-07-15,,,TEMPORARILY UNAVAILABLE (Public),,LD,US,,
Toyota of Santa Monica,801 Santa Monica Blvd,Santa Monica,CA,90401,34.019875,-118.49151,public,CAR_DEALER,Non-Networked,['J1772'],0,3,0,,Dealership business hours; priority for customer use,2022-08-10,2024-12-13T14:49:36Z,310-394-6744,P,,2010-11-15,,,Public - Call ahead,,LD,US,At Lincoln Ct,
Parc 55 Hotel,55 Cyril Magnin,San Francisco,CA,94102,37.784871,-122.408991,public,HOTEL,Non-Networked,['J1772'],0,1,0,,24 hours daily; pay lot,2023-09-14,2024-01-31T22:07:01Z,415-392-8000,P,,2011-02-01,,,TEMPORARILY UNAVAILABLE (Public),,LD,US,,
Beach & Hyde Garage,655 Beach St,San Francisco,CA,94109,37.806798,-122.419488,public,PAY_GARAGE,Non-Networked,['J1772'],0,5,0,Free,24 hours daily; pay lot,2023-09-14,2024-01-31T22:07:01Z,415-447-0232,P,,2011-02-01,,,Public,,LD,US,,
City of Santa Monica - Civic Parking Garage,333 Civic Center Dr,Santa Monica,CA,90401,34.010528,-118.4898,public,MUNI_GOV,Non-Networked,"['CHADEMO', 'J1772']",0,12,2,Free,24 hours daily; pay lot,2023-01-10,2023-02-14T15:54:11Z,310-458-8516,LG,,2010-11-15,,,Public,,LD,US,1st floor of parking garage,
Super 8 - Ukiah,693 S Orchard Ave,Ukiah,CA,95482,39.1458,-123.198497,public,HOTEL,Non-Networked,['J1772'],0,1,0,$10 per session,24 hours daily; guest use only,2025-05-12,2025-05-12T16:15:59Z,707-468-8181,P,,2011-05-15,A Cash D M V,,Public - Call ahead,,LD,US,"Highway 101, Gobbi St exit",
Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,38.007799,-121.832042,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,925-755-2600,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Bakersfield,2800 Pacheco Rd,Bakersfield,CA,93313,35.310723,-119.035324,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,661-835-8600,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Buena Park Nissan,6501 Auto Center Dr,Buena Park,CA,90621,33.865497,-117.995215,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,714-739-0800,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Carson Nissan,1505 E 223rd St,Carson,CA,90745,33.82498,-118.24566,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,310-221-5119,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,33.78414,-116.471,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,760-328-2828,P,,2011-03-15,,,Public - Call ahead,,,US,,
Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,33.861544,-118.100471,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,562-402-2277,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Chico Nissan,575 Manzanita Ave,Chico,CA,95926,39.75674,-121.84372,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,530-891-1777,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Puente Hills Nissan,17320 E Gale Ave,City of Industry,CA,91748,33.997621,-117.928216,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Lithia Nissan - Clovis,370 W Herndon Ave,Clovis,CA,93612,36.83692,-119.71718,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,559-297-6919,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,37.980192,-122.050128,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,925-676-4400,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,33.88319,-117.61565,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,951-735-3360,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,33.675397,-117.918684,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,714-681-1738,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Hanlees Nissan,5009 Chiles Rd,Davis,CA,95618,38.55252,-121.69156,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,530-231-3000,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Downey Nissan,7321 Firestone Blvd,Downey,CA,90241,33.9473,-118.151166,public,CAR_DEALER,Non-Networked,"['J1772', 'J1772COMBO']",0,4,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,562-334-1090,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Duarte,1434 Buena Vista St,Duarte,CA,91010,34.136553,-117.975944,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,626-305-3000,P,,2011-03-15,,,Public - Call ahead,,,US,,
Mossy Nissan - El Cajon,1170 W Main St,El Cajon,CA,92020,32.795896,-116.976156,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,619-588-0500,P,,2011-03-15,,,Public - Call ahead,,,US,,
Ross Nissan El Monte,3428 N Peck Rd,El Monte,CA,91731,34.06964,-118.02703,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,800-859-8445,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Elk Grove,8590 Laguna Grove Dr,Elk Grove,CA,95757,38.40209,-121.38584,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,4,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,916-405-5000,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Mossy Nissan - Escondido,1546 Auto Park Way,Escondido,CA,92029,33.116492,-117.106837,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,760-746-5050,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
McCrea Nissan,601 7th St,Eureka,CA,95501,40.8007,-124.16421,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,707-442-1741,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Future Nissan of Folsom,12610 Auto Mall Cir,Folsom,CA,95630,38.63424,-121.20423,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,916-608-5300,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Fontana Nissan,16444 S Highland Ave,Fontana,CA,92336,34.13534,-117.44573,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,909-574-2288,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Premier Nissan of Fremont,5701 Cushing Pkwy,Fremont,CA,94538,37.49864,-121.9734,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,510-668-8700,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Lithia Nissan - Fresno,5580 N Blackstone Ave,Fresno,CA,93710,36.818622,-119.789796,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,559-435-3500,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Garden Grove Nissan,9222 Trask Ave,Garden Grove,CA,92844,33.766376,-117.968337,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,888-720-5391,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Gardena Nissan,1670 W Redondo Beach Blvd,Gardena,CA,90247,33.889201,-118.307028,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,310-532-1600,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
South County Nissan,400 Automall Dr,Gilroy,CA,95020,36.996869,-121.558573,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,408-842-1777,P,,2011-03-15,,,Public - Call ahead,,,US,,
Glendale Nissan,727 S Brand Blvd,Glendale,CA,91204,34.13714,-118.25515,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; contact 630-469-6100 for more information,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Santa Barbara Nissan,425 S Kellogg Ave,Goleta,CA,93117,34.43427,-119.820934,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,805-967-1130,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,37.662305,-122.075178,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,510-372-2800,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Pedder Nissan,200 Carriage Cir,Hemet,CA,92545,33.741163,-117.031718,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,951-766-1446,P,,2011-03-15,,,Public - Call ahead,,,US,,
Surf City Nissan,17331 Beach Blvd,Huntington Beach,CA,92647,33.71069,-117.989861,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,714-500-6000,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Irvine,32 Auto Center Dr,Irvine,CA,92618,33.63255,-117.72335,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,949-385-6044,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Torre Nissan,79125 Highway 111,La Quinta,CA,92253,33.70693,-116.28364,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,760-777-8999,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,34.035168,-118.273229,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,213-748-4501,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,34.133446,-118.356601,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,818-769-8100,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,37.30584,-120.50229,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,209-383-0100,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,34.269809,-118.466606,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,818-838-4444,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,37.705119,-120.99471,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,209-526-3320,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,34.082404,-117.694876,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,909-625-5575,P,,2019-11-08,,,Public - Call ahead,,LD,US,,
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,34.06531,-117.21201,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,909-793-3377,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Napa Nissan,510 Soscol Ave,Napa,CA,94559,38.2927,-122.27752,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,707-253-1551,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Mossy Nissan,2700 National City Blvd,National City,CA,91950,32.659001,-117.100836,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,619-474-7011,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,33.181953,-117.298334,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,3,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,760-720-9797,P,,2011-03-15,,,Public - Call ahead,,,US,,
Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,33.80819,-117.86507,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,714-633-8430,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,34.22784,-119.15031,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,805-485-8787,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,34.5914,-118.1383,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,2,Free,24 hours daily; primarily for customer use,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,"5th St West and Auto Center Dr; access EVSE via the service drive, located adjacent to the front door",
North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,38.267202,-122.665068,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,707-769-7700,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,32.95678,-117.02581,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,858-668-3600,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Crown Nissan,300 E Cypress Ave,Redding,CA,96002,40.571632,-122.36654,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,530-223-2177,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,37.98521,-122.32138,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,510-222-4900,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,33.941878,-117.297603,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,951-571-9300,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,33.925469,-117.419673,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,38.752198,-121.256452,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; 916-969-5700,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Nissan of Sacramento,2820 Auburn Blvd,Sacramento,CA,95821,38.63114,-121.39648,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; 916-488-5400,2024-02-12,2025-02-12T00:16:32Z,,P,,2016-06-01,,,Public - Call ahead,,LD,US,,
MY Nissan,222 Auto Center Cir,Salinas,CA,93907,36.720023,-121.662519,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,831-444-8888,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,CA,92408,34.07141,-117.29807,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours; contact 909-885-3883 for more information,2024-02-12,2025-02-12T00:16:32Z,,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,92111,32.833179,-117.147384,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,858-565-4411,P,,2011-03-15,,,Public - Call ahead,,,US,,
Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,37.275144,-121.877656,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,408-978-1234,P,,2011-03-15,,,Public - Call ahead,,,US,,
Nissan of San Juan Capistrano,33633 Camino Capistrano,San Juan Capistrano,CA,92675,33.47462,-117.67629,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,888-718-2419,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
San Leandro Nissan,1152 Marina Blvd,San Leandro,CA,94577,37.71267,-122.16245,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,510-347-4000,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,CA,93405,35.25062,-120.68455,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,805-543-4423,P,,2011-03-15,,,Public - Call ahead,,LD,US,,
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,37.32349,-121.98788,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,408-983-5900,P,,2011-03-15,,,Public - Call ahead,,LD,US,Located on the southeast corner of building,
