station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at
Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,33.88319,-117.61565,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,33.675397,-117.918684,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Hanlees Nissan,5009 Chiles Rd,Davis,CA,95618,38.55252,-121.69156,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Downey Nissan,7321 Firestone Blvd,Downey,CA,90241,33.9473,-118.151166,public,CAR_DEALER,Non-Networked,"['J1772', 'J1772COMBO']",0,4,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Duarte,1434 Buena Vista St,Duarte,CA,91010,34.136553,-117.975944,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan - El Cajon,1170 W Main St,El Cajon,CA,92020,32.795896,-116.976156,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Ross Nissan El Monte,3428 N Peck Rd,El Monte,CA,91731,34.06964,-118.02703,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Elk Grove,8590 Laguna Grove Dr,Elk Grove,CA,95757,38.40209,-121.38584,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,4,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan - Escondido,1546 Auto Park Way,Escondido,CA,92029,33.116492,-117.106837,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
McCrea Nissan,601 7th St,Eureka,CA,95501,40.8007,-124.16421,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Future Nissan of Folsom,12610 Auto Mall Cir,Folsom,CA,95630,38.63424,-121.20423,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Fontana Nissan,16444 S Highland Ave,Fontana,CA,92336,34.13534,-117.44573,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Premier Nissan of Fremont,5701 Cushing Pkwy,Fremont,CA,94538,37.49864,-121.9734,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Lithia Nissan - Fresno,5580 N Blackstone Ave,Fresno,CA,93710,36.818622,-119.789796,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Garden Grove Nissan,9222 Trask Ave,Garden Grove,CA,92844,33.766376,-117.968337,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Gardena Nissan,1670 W Redondo Beach Blvd,Gardena,CA,90247,33.889201,-118.307028,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
South County Nissan,400 Automall Dr,Gilroy,CA,95020,36.996869,-121.558573,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Glendale Nissan,727 S Brand Blvd,Glendale,CA,91204,34.13714,-118.25515,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; contact 630-469-6100 for more information,2024-02-12,2025-02-12T00:16:32Z
Santa Barbara Nissan,425 S Kellogg Ave,Goleta,CA,93117,34.43427,-119.820934,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,37.662305,-122.075178,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Pedder Nissan,200 Carriage Cir,Hemet,CA,92545,33.741163,-117.031718,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Surf City Nissan,17331 Beach Blvd,Huntington Beach,CA,92647,33.71069,-117.989861,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Irvine,32 Auto Center Dr,Irvine,CA,92618,33.63255,-117.72335,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Torre Nissan,79125 Highway 111,La Quinta,CA,92253,33.70693,-116.28364,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,34.035168,-118.273229,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,34.133446,-118.356601,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,37.30584,-120.50229,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,34.269809,-118.466606,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,37.705119,-120.99471,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,34.082404,-117.694876,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,34.06531,-117.21201,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,3,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Napa Nissan,510 Soscol Ave,Napa,CA,94559,38.2927,-122.27752,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan,2700 National City Blvd,National City,CA,91950,32.659001,-117.100836,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,33.181953,-117.298334,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,3,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,33.80819,-117.86507,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,34.22784,-119.15031,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,34.5914,-118.1383,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,2,Free,24 hours daily; primarily for customer use,2024-02-12,2025-02-12T00:16:32Z
North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,38.267202,-122.665068,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,32.95678,-117.02581,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Crown Nissan,300 E Cypress Ave,Redding,CA,96002,40.571632,-122.36654,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,37.98521,-122.32138,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,33.941878,-117.297603,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,33.925469,-117.419673,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,38.752198,-121.256452,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; 916-969-5700,2024-02-12,2025-02-12T00:16:32Z
Nissan of Sacramento,2820 Auburn Blvd,Sacramento,CA,95821,38.63114,-121.39648,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours; 916-488-5400,2024-02-12,2025-02-12T00:16:32Z
MY Nissan,222 Auto Center Cir,Salinas,CA,93907,36.720023,-121.662519,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,CA,92408,34.07141,-117.29807,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours; contact 909-885-3883 for more information,2024-02-12,2025-02-12T00:16:32Z
Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,92111,32.833179,-117.147384,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,37.275144,-121.877656,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of San Juan Capistrano,33633 Camino Capistrano,San Juan Capistrano,CA,92675,33.47462,-117.67629,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
San Leandro Nissan,1152 Marina Blvd,San Leandro,CA,94577,37.71267,-122.16245,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,CA,93405,35.25062,-120.68455,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,37.32349,-121.98788,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,2,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,CA,95404,38.42558,-122.71418,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Cardinale Nissan,1661 Del Monte Blvd,Seaside,CA,93955,36.611189,-121.849899,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Van Nuys,5425 Van Nuys Blvd,Sherman Oaks,CA,91401,34.16924,-118.44896,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
First Nissan,2325 1st St,Simi Valley,CA,93065,34.27735,-118.7796,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Stockton,3077 E Hammer Ln,Stockton,CA,95212,38.02221,-121.27534,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Temecula Nissan,41895 Motor Car Pkwy,Temecula,CA,92591,33.516768,-117.155039,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Tracy Nissan,3195 N Naglee Rd,Tracy,CA,95304,37.75990555387505,-121.4632051865082,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Tustin,30 Auto Center Dr,Tustin,CA,92782,33.72487,-117.79896,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,38.381441,-121.941218,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,38.118088,-122.255493,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Valley Hi Nissan,15722 Valley Park Ln,Victorville,CA,92394,34.517883,-117.3219,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours; contact 760-241-1700 for more information,2024-02-12,2025-02-12T00:16:32Z
Nissan of Visalia,830 S Ben Maddox Way,Visalia,CA,93292,36.32325,-119.27596,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
West Covina Nissan,205 N Citrus St,West Covina,CA,91791,34.074227,-117.890899,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,CA,92123,32.823912,-117.12114,private,OFFICE_BLDG,Non-Networked,['J1772'],0,2,0,Free,Employee and student use only,2025-06-06,2025-06-06T18:42:11Z
Advanced Micro Devices Inc,2485 Augustine Dr,Santa Clara,CA,95054,37.38237,-121.970806,private,OFFICE_BLDG,Non-Networked,['J1772'],0,14,0,,Employee use only,2023-01-10,2023-02-14T15:54:11Z
Marsh Street Parking Structure,871 Marsh St,San Luis Obispo,CA,93401,35.279705,-120.6609,public,PARKING_GARAGE,Non-Networked,['J1772'],0,2,0,Free,24 hours daily; pay lot,2023-06-12,2024-01-31T22:07:01Z
Malibu Country Mart,3835 Cross Creek Rd,Malibu,CA,90265,34.035802,-118.686393,public,SHOPPING_CENTER,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2023-08-10,2025-05-22T14:21:52Z
Delta Electronics,46101 Fremont Blvd,Fremont,CA,94538,37.488952,-121.948969,private,OFFICE_BLDG,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,18,2,,,2024-05-09,2025-02-12T00:16:32Z
CITY OF DUBLIN LIBRARY MIDDLE,200 Civic Plaza,Dublin,CA,94568,37.702909,-121.91835,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:24:52Z
Amador Transit,115 Valley View Way,Sutter Creek,CA,95685,38.379983,-120.807672,public,TRAVEL_CENTER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily; pay lot,2025-05-12,2025-05-12T16:15:59Z
Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,CA,94118,37.768766,-122.468341,public,PAY_GARAGE,Non-Networked,"['J1772', 'NEMA520']",9,4,0,Free,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,2025-01-13,2025-02-12T00:16:32Z
Cupertino Electric,1132 N 7th St,San Jose,CA,95112,37.36217972612609,-121.8995386415253,public,UTILITY,Non-Networked,['J1772'],0,12,0,Free,7am-6pm M-F,2023-09-14,2025-05-27T16:57:03Z
J.D. Power & Associates,30870 Russell Ranch Rd,Westlake Village,CA,91362,34.148413,-118.798832,private,OFFICE_BLDG,Non-Networked,['J1772'],0,4,0,,,2022-09-14,2023-02-15T22:45:41Z
Nissan of Burlingame,101 California Dr,Burlingame,CA,94010,37.57792,-122.341931,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Nissan of Burlingame,101 California Dr,Burlingame,CA,94010,37.57792,-122.341931,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
CITYOF CAMPBELL 2NDST GARAGE UL,41 N 2nd St,Campbell,CA,95008,37.287593,-121.946908,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T01:23:47Z
Dublin Nissan,6450 Dublin Ct,Dublin,CA,94568,37.70271,-121.91118,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,4,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Dublin Nissan,6450 Dublin Ct,Dublin,CA,94568,37.70271,-121.91118,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Stone Brewing World Bistro & Gardens,1999 Citracado Pkwy,Escondido,CA,92029,33.11587,-117.11955,public,RESTAURANT,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-05-09,2025-02-12T00:16:32Z
Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,38.24415,-122.0795,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,38.24415,-122.0795,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Renaissance Indian Wells Resort & Spa,44400 Indian Wells Ln,Indian Wells,CA,92210,33.72323,-116.324409,public,HOTEL,Non-Networked,['J1772'],0,2,0,,24 hours daily; for guest use only,2025-08-12,2025-08-12T16:52:28Z
OMP Sanders Rubbercraft,3701 Conant St,Long Beach,CA,90808,33.8234522,-118.1488717,private,OFFICE_BLDG,Non-Networked,['J1772'],0,1,0,,Employee use only,2023-01-10,2023-02-14T15:54:11Z
LA County Museum of Art,5905 Wilshire Blvd,Los Angeles,CA,90036,34.063383,-118.35808,public,MUSEUM,POWERFLEX,['J1772'],0,15,0,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,Garage business hours,2025-05-12,2025-05-12T16:15:59Z
Empire Nissan,1377 Kettering Loop,Ontario,CA,91761,34.049006,-117.547161,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,1,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z
Empire Nissan,1377 Kettering Loop,Ontario,CA,91761,34.049006,-117.547161,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
City of Rancho Cucamonga - Animal Care & Adoption Center,11780 Arrow Rt,Rancho Cucamonga,CA,91730,34.100456,-117.54918,public,OFFICE_BLDG,Non-Networked,['J1772'],0,1,0,$1.50 per hour,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,2023-01-10,2025-06-12T13:45:16Z
Toyota/Subaru of Santa Cruz,4200 Auto Plaza Dr,Capitola,CA,95010,36.981884,-121.962228,private,CAR_DEALER,Non-Networked,['J1772'],0,6,0,,Dealership business hours; customer use only,2025-05-12,2025-05-12T16:15:59Z
Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,38.007799,-121.832042,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Nissan of Bakersfield,2800 Pacheco Rd,Bakersfield,CA,93313,35.310723,-119.035324,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Buena Park Nissan,6501 Auto Center Dr,Buena Park,CA,90621,33.865497,-117.995215,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Carson Nissan,1505 E 223rd St,Carson,CA,90745,33.82498,-118.24566,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,Service center use only,2024-02-12,2025-02-12T00:16:32Z
Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,33.78414,-116.471,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,33.861544,-118.100471,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Chico Nissan,575 Manzanita Ave,Chico,CA,95926,39.75674,-121.84372,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Puente Hills Nissan,17320 E Gale Ave,City of Industry,CA,91748,33.997621,-117.928216,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Lithia Nissan - Clovis,370 W Herndon Ave,Clovis,CA,93612,36.83692,-119.71718,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Nissan of Serramonte,1500 Collins Ave,Colma,CA,94014,37.671267,-122.463541,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,37.980192,-122.050128,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,33.88319,-117.61565,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,33.675397,-117.918684,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,,2024-02-12,2025-02-12T00:16:32Z
